x_dq,u_dq,w_dq,phi_dq,x_fem,u_fem,w_fem,phi_fem,x_pinn,u_pinn,w_pinn,phi_pinn
,,,,9.7333333333e-02,1.1248235846e-03,-5.7784027377e-02,4.8609201968e-02,7.3000000000e-01,1.6892536078e-03,-2.7183872461e-01,-6.0207311064e-02
,,,,9.8000000000e-02,1.1226424004e-03,-5.8458107355e-02,4.8816103706e-02,7.3500000000e-01,1.6092886217e-03,-2.6569828391e-01,-6.0846697539e-02
,,,,9.8666666667e-02,1.1203247818e-03,-5.9134880631e-02,4.9021469740e-02,7.4000000000e-01,1.5254623722e-03,-2.5949320197e-01,-6.1440244317e-02
,,,,9.9333333333e-02,1.1178712232e-03,-5.9814326826e-02,4.9225303520e-02,7.4500000000e-01,1.4380404027e-03,-2.5322780013e-01,-6.1986807734e-02
,,,,1.0000000000e-01,1.1152822291e-03,-6.0496425607e-02,4.9427608487e-02,7.5000000000e-01,1.3473217841e-03,-2.4690681696e-01,-6.2485266477e-02
,,,,1.0066666667e-01,1.1125583136e-03,-6.1181156687e-02,4.9628388081e-02,7.5500000000e-01,1.2536154827e-03,-2.4053503573e-01,-6.2934383750e-02
,,,,1.0133333333e-01,1.1097000005e-03,-6.1868499823e-02,4.9827645736e-02,7.6000000000e-01,1.1572940275e-03,-2.3411718011e-01,-6.3333041966e-02
,,,,1.0200000000e-01,1.1067078231e-03,-6.2558434820e-02,5.0025384880e-02,7.6500000000e-01,1.0586446151e-03,-2.2765843570e-01,-6.3680015504e-02
,,,,1.0266666667e-01,1.1035823243e-03,-6.3250941527e-02,5.0221608938e-02,7.7000000000e-01,9.5804326702e-04,-2.2116357088e-01,-6.3974209130e-02
,,,,1.0333333333e-01,1.1003240561e-03,-6.3945999838e-02,5.0416321330e-02,7.7500000000e-01,8.5585581837e-04,-2.1463829279e-01,-6.4214348793e-02
,,,,1.0400000000e-01,1.0969335796e-03,-6.4643589696e-02,5.0609525473e-02,7.8000000000e-01,7.5244787149e-04,-2.0808784664e-01,-6.4399302006e-02
,,,,1.0466666667e-01,1.0934114652e-03,-6.5343691084e-02,5.0801224776e-02,7.8500000000e-01,6.4818956889e-04,-2.0151768625e-01,-6.4527876675e-02
,,,,1.0533333333e-01,1.0897582921e-03,-6.6046284035e-02,5.0991422646e-02,7.9000000000e-01,5.4347008700e-04,-1.9493354857e-01,-6.4598888159e-02
,,,,1.0600000000e-01,1.0859746482e-03,-6.6751348623e-02,5.1180122485e-02,7.9500000000e-01,4.3863683823e-04,-1.8834154308e-01,-6.4611136913e-02
,,,,1.0666666667e-01,1.0820611302e-03,-6.7458864972e-02,5.1367327690e-02,8.0000000000e-01,3.3417044324e-04,-1.8174736202e-01,-6.4563438296e-02
,,,,1.0733333333e-01,1.0780183433e-03,-6.8168813247e-02,5.1553041654e-02,8.0500000000e-01,2.3038186191e-04,-1.7515723407e-01,-6.4454607666e-02
,,,,1.0800000000e-01,1.0738469013e-03,-6.8881173661e-02,5.1737267765e-02,8.1000000000e-01,1.2772530317e-04,-1.6857725382e-01,-6.4283423126e-02
,,,,1.0866666667e-01,1.0695474261e-03,-6.9595926469e-02,5.1920009407e-02,8.1500000000e-01,2.6554593205e-05,-1.6201411188e-01,-6.4048722386e-02
,,,,1.0933333333e-01,1.0651205478e-03,-7.0313051973e-02,5.2101269959e-02,8.2000000000e-01,-7.2714181442e-05,-1.5547409654e-01,-6.3749313354e-02
,,,,1.1000000000e-01,1.0605669050e-03,-7.1032530521e-02,5.2281052796e-02,8.2500000000e-01,-1.6971772129e-04,-1.4896398783e-01,-6.3383944333e-02
,,,,1.1066666667e-01,1.0558871437e-03,-7.1754342502e-02,5.2459361287e-02,8.3000000000e-01,-2.6407392579e-04,-1.4249068499e-01,-6.2951505184e-02
,,,,1.1133333333e-01,1.0510819183e-03,-7.2478468354e-02,5.2636198799e-02,8.3500000000e-01,-3.5531970207e-04,-1.3606099784e-01,-6.2450766563e-02
,,,,1.1200000000e-01,1.0461518905e-03,-7.3204888557e-02,5.2811568693e-02,8.4000000000e-01,-4.4321868336e-04,-1.2968207896e-01,-6.1880532652e-02
,,,,1.1266666667e-01,1.0410977300e-03,-7.3933583637e-02,5.2985474325e-02,8.4500000000e-01,-5.2729056915e-04,-1.2336102128e-01,-6.1239603907e-02
,,,,1.1333333333e-01,1.0359201137e-03,-7.4664534162e-02,5.3157919048e-02,8.5000000000e-01,-6.0726958327e-04,-1.1710536480e-01,-6.0526836663e-02
,,,,1.1400000000e-01,1.0306197261e-03,-7.5397720749e-02,5.3328906210e-02,8.5500000000e-01,-6.8276026286e-04,-1.1092249304e-01,-5.9741038829e-02
,,,,1.1466666667e-01,1.0251972591e-03,-7.6133124056e-02,5.3498439154e-02,8.6000000000e-01,-7.5345142977e-04,-1.0482002795e-01,-5.8880984783e-02
,,,,1.1533333333e-01,1.0196534116e-03,-7.6870724787e-02,5.3666521219e-02,8.6500000000e-01,-8.1900961231e-04,-9.8805613816e-02,-5.7945527136e-02
,,,,1.1600000000e-01,1.0139888896e-03,-7.7610503688e-02,5.3833155740e-02,8.7000000000e-01,-8.7917270139e-04,-9.2886902392e-02,-5.6933499873e-02
,,,,1.1666666667e-01,1.0082044062e-03,-7.8352441554e-02,5.3998346046e-02,8.7500000000e-01,-9.3363068299e-04,-8.7071992457e-02,-5.5843695998e-02
,,,,1.1733333333e-01,1.0023006812e-03,-7.9096519218e-02,5.4162095465e-02,8.8000000000e-01,-9.8209944554e-04,-8.1368841231e-02,-5.4674971849e-02
,,,,1.1800000000e-01,9.9627844121e-04,-7.9842717563e-02,5.4324407316e-02,8.8500000000e-01,-1.0243442375e-03,-7.5785495341e-02,-5.3426153958e-02
,,,,1.1866666667e-01,9.9013841956e-04,-8.0591017512e-02,5.4485284918e-02,8.9000000000e-01,-1.0601108661e-03,-7.0330262184e-02,-5.2096098661e-02
,,,,1.1933333333e-01,9.8388135606e-04,-8.1341400035e-02,5.4644731582e-02,8.9500000000e-01,-1.0892166756e-03,-6.5011307597e-02,-5.0683628768e-02
,,,,1.2000000000e-01,9.7750799696e-04,-8.2093846144e-02,5.4802750617e-02,9.0000000000e-01,-1.1114443187e-03,-5.9837102890e-02,-4.9187596887e-02
,,,,1.2066666667e-01,9.7101909484e-04,-8.2848336895e-02,5.4959345326e-02,9.0500000000e-01,-1.1266195215e-03,-5.4815843701e-02,-4.7606851906e-02
,,,,1.2133333333e-01,9.6441540850e-04,-8.3604853389e-02,5.5114519010e-02,9.1000000000e-01,-1.1345624225e-03,-4.9956079572e-02,-4.5940265059e-02
,,,,1.2200000000e-01,9.5769770287e-04,-8.4363376771e-02,5.5268274964e-02,9.1500000000e-01,-1.1351662688e-03,-4.5266542584e-02,-4.4186692685e-02
,,,,1.2266666667e-01,9.5086674891e-04,-8.5123888228e-02,5.5420616478e-02,9.2000000000e-01,-1.1283293134e-03,-4.0755722672e-02,-4.2345024645e-02
,,,,1.2333333333e-01,9.4392332346e-04,-8.5886368992e-02,5.5571546839e-02,9.2500000000e-01,-1.1139311828e-03,-3.6432091147e-02,-4.0414135903e-02
,,,,1.2400000000e-01,9.3686820920e-04,-8.6650800339e-02,5.5721069328e-02,9.3000000000e-01,-1.0919180932e-03,-3.2304607332e-02,-3.8392864168e-02
,,,,1.2466666667e-01,9.2970219453e-04,-8.7417163587e-02,5.5869187225e-02,9.3500000000e-01,-1.0622362606e-03,-2.8381798416e-02,-3.6280158907e-02
,,,,1.2533333333e-01,9.2242607343e-04,-8.8185440100e-02,5.6015903803e-02,9.4000000000e-01,-1.0248726467e-03,-2.4672454223e-02,-3.4074872732e-02
,,,,1.2600000000e-01,9.1504064542e-04,-8.8955611283e-02,5.6161222330e-02,9.4500000000e-01,-9.7981770523e-04,-2.1185318008e-02,-3.1775951385e-02
,,,,1.2666666667e-01,9.0754671542e-04,-8.9727658585e-02,5.6305146073e-02,9.5000000000e-01,-9.2711223988e-04,-1.7929183319e-02,-2.9382273555e-02
,,,,1.2733333333e-01,8.9994509366e-04,-9.0501563500e-02,5.6447678291e-02,9.5500000000e-01,-8.6677720537e-04,-1.4912811108e-02,-2.6892747730e-02
,,,,1.2800000000e-01,8.9223659559e-04,-9.1277307564e-02,5.6588822242e-02,9.6000000000e-01,-7.9889461631e-04,-1.2144994922e-02,-2.4306330830e-02
,,,,1.2866666667e-01,8.8442204179e-04,-9.2054872355e-02,5.6728581177e-02,9.6500000000e-01,-7.2355609154e-04,-9.6345040947e-03,-2.1621931344e-02
,,,,1.2933333333e-01,8.7650225784e-04,-9.2834239498e-02,5.6866958344e-02,9.7000000000e-01,-6.4088182990e-04,-7.3900707066e-03,-1.8838476390e-02
,,,,1.3000000000e-01,8.6847807426e-04,-9.3615390656e-02,5.7003956988e-02,9.7500000000e-01,-5.5100105237e-04,-5.4205455817e-03,-1.5954967588e-02
,,,,1.3066666667e-01,8.6035032640e-04,-9.4398307540e-02,5.7139580348e-02,9.8000000000e-01,-4.5408494771e-04,-3.7345814053e-03,-1.2970334850e-02
,,,,1.3133333333e-01,8.5211985432e-04,-9.5182971901e-02,5.7273831659e-02,9.8500000000e-01,-3.5030912841e-04,-2.3409218993e-03,-9.8835397512e-03
,,,,1.3200000000e-01,8.4378750276e-04,-9.5969365533e-02,5.7406714152e-02,9.9000000000e-01,-2.3988282192e-04,-1.2481837766e-03,-6.6935657524e-03
,,,,1.3266666667e-01,8.3535412097e-04,-9.6757470276e-02,5.7538231054e-02,9.9500000000e-01,-1.2303092808e-04,-4.6501492034e-04,-3.3993874677e-03
,,,,1.3333333333e-01,8.2682056268e-04,-9.7547268008e-02,5.7668385589e-02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
,,,,1.3400000000e-01,8.1818768598e-04,-9.8338740654e-02,5.7797180973e-02,,,,
,,,,1.3466666667e-01,8.0945635320e-04,-9.9131870180e-02,5.7924620423e-02,,,,
,,,,1.3533333333e-01,8.0062743089e-04,-9.9926638594e-02,5.8050707147e-02,,,,
,,,,1.3600000000e-01,7.9170178965e-04,-1.0072302795e-01,5.8175444353e-02,,,,
,,,,1.3666666667e-01,7.8268030411e-04,-1.0152102034e-01,5.8298835241e-02,,,,
,,,,1.3733333333e-01,7.7356385278e-04,-1.0232059790e-01,5.8420883010e-02,,,,
,,,,1.3800000000e-01,7.6435331800e-04,-1.0312174280e-01,5.8541590853e-02,,,,
,,,,1.3866666667e-01,7.5504958585e-04,-1.0392443728e-01,5.8660961960e-02,,,,
,,,,1.3933333333e-01,7.4565354605e-04,-1.0472866360e-01,5.8778999515e-02,,,,
,,,,1.4000000000e-01,7.3616609186e-04,-1.0553440405e-01,5.8895706701e-02,,,,
,,,,1.4066666667e-01,7.2658812003e-04,-1.0634164100e-01,5.9011086695e-02,,,,
,,,,1.4133333333e-01,7.1692053068e-04,-1.0715035682e-01,5.9125142668e-02,,,,
,,,,1.4200000000e-01,7.0716422725e-04,-1.0796053396e-01,5.9237877791e-02,,,,
,,,,1.4266666667e-01,6.9732011636e-04,-1.0877215489e-01,5.9349295229e-02,,,,
,,,,1.4333333333e-01,6.8738910779e-04,-1.0958520212e-01,5.9459398141e-02,,,,
,,,,1.4400000000e-01,6.7737211436e-04,-1.1039965821e-01,5.9568189686e-02,,,,
,,,,1.4466666667e-01,6.6727005183e-04,-1.1121550577e-01,5.9675673015e-02,,,,
,,,,1.4533333333e-01,6.5708383888e-04,-1.1203272744e-01,5.9781851277e-02,,,,
,,,,1.4600000000e-01,6.4681439695e-04,-1.1285130589e-01,5.9886727617e-02,,,,
,,,,1.4666666667e-01,6.3646265023e-04,-1.1367122387e-01,5.9990305176e-02,,,,
,,,,1.4733333333e-01,6.2602952553e-04,-1.1449246412e-01,6.0092587090e-02,,,,
,,,,1.4800000000e-01,6.1551595222e-04,-1.1531500948e-01,6.0193576492e-02,,,,
,,,,1.4866666667e-01,6.0492286214e-04,-1.1613884278e-01,6.0293276510e-02,,,,
,,,,1.4933333333e-01,5.9425118955e-04,-1.1696394692e-01,6.0391690270e-02,,,,
,,,,1.5000000000e-01,5.8350187100e-04,-1.1779030483e-01,6.0488820891e-02,,,,
,,,,1.5066666667e-01,5.7267584530e-04,-1.1861789949e-01,6.0584671490e-02,,,,
,,,,1.5133333333e-01,5.6177405342e-04,-1.1944671392e-01,6.0679245180e-02,,,,
,,,,1.5200000000e-01,5.5079743842e-04,-1.2027673117e-01,6.0772545070e-02,,,,
,,,,1.5266666667e-01,5.3974694538e-04,-1.2110793434e-01,6.0864574265e-02,,,,
,,,,1.5333333333e-01,5.2862352128e-04,-1.2194030658e-01,6.0955335865e-02,,,,
,,,,1.5400000000e-01,5.1742811501e-04,-1.2277383107e-01,6.1044832968e-02,,,,
,,,,1.5466666667e-01,5.0616167720e-04,-1.2360849103e-01,6.1133068666e-02,,,,
,,,,1.5533333333e-01,4.9482516023e-04,-1.2444426972e-01,6.1220046048e-02,,,,
,,,,1.5600000000e-01,4.8341951808e-04,-1.2528115045e-01,6.1305768201e-02,,,,
,,,,1.5666666667e-01,4.7194570633e-04,-1.2611911657e-01,6.1390238204e-02,,,,
,,,,1.5733333333e-01,4.6040468201e-04,-1.2695815147e-01,6.1473459136e-02,,,,
,,,,1.5800000000e-01,4.4879740362e-04,-1.2779823856e-01,6.1555434069e-02,,,,
,,,,1.5866666667e-01,4.3712483098e-04,-1.2863936133e-01,6.1636166075e-02,,,,
,,,,1.5933333333e-01,4.2538792517e-04,-1.2948150327e-01,6.1715658217e-02,,,,
,,,,1.6000000000e-01,4.1358764851e-04,-1.3032464795e-01,6.1793913560e-02,,,,
,,,,1.6066666667e-01,4.0172496445e-04,-1.3116877895e-01,6.1870935159e-02,,,,
,,,,1.6133333333e-01,3.8980083749e-04,-1.3201387991e-01,6.1946726071e-02,,,,
,,,,1.6200000000e-01,3.7781623314e-04,-1.3285993449e-01,6.2021289344e-02,,,,
,,,,1.6266666667e-01,3.6577211784e-04,-1.3370692641e-01,6.2094628027e-02,,,,
,,,,1.6333333333e-01,3.5366945889e-04,-1.3455483942e-01,6.2166745161e-02,,,,
,,,,1.6400000000e-01,3.4150922438e-04,-1.3540365732e-01,6.2237643785e-02,,,,
,,,,1.6466666667e-01,3.2929238314e-04,-1.3625336393e-01,6.2307326936e-02,,,,
,,,,1.6533333333e-01,3.1701990466e-04,-1.3710394315e-01,6.2375797643e-02,,,,
,,,,1.6600000000e-01,3.0469275900e-04,-1.3795537887e-01,6.2443058936e-02,,,,
,,,,1.6666666667e-01,2.9231191678e-04,-1.3880765505e-01,6.2509113837e-02,,,,
,,,,1.6733333333e-01,2.7987834907e-04,-1.3966075570e-01,6.2573965368e-02,,,,
,,,,1.6800000000e-01,2.6739302734e-04,-1.4051466484e-01,6.2637616543e-02,,,,
,,,,1.6866666667e-01,2.5485692340e-04,-1.4136936654e-01,6.2700070376e-02,,,,
,,,,1.6933333333e-01,2.4227100934e-04,-1.4222484494e-01,6.2761329876e-02,,,,
,,,,1.7000000000e-01,2.2963625744e-04,-1.4308108417e-01,6.2821398048e-02,,,,
,,,,1.7066666667e-01,2.1695364015e-04,-1.4393806843e-01,6.2880277893e-02,,,,
,,,,1.7133333333e-01,2.0422412998e-04,-1.4479578197e-01,6.2937972409e-02,,,,
,,,,1.7200000000e-01,1.9144869950e-04,-1.4565420905e-01,6.2994484591e-02,,,,
,,,,1.7266666667e-01,1.7862832120e-04,-1.4651333398e-01,6.3049817427e-02,,,,
,,,,1.7333333333e-01,1.6576396750e-04,-1.4737314113e-01,6.3103973906e-02,,,,
,,,,1.7400000000e-01,1.5285661065e-04,-1.4823361489e-01,6.3156957009e-02,,,,
,,,,1.7466666667e-01,1.3990722270e-04,-1.4909473969e-01,6.3208769716e-02,,,,
,,,,1.7533333333e-01,1.2691677539e-04,-1.4995650000e-01,6.3259415004e-02,,,,
,,,,1.7600000000e-01,1.1388624016e-04,-1.5081888033e-01,6.3308895843e-02,,,,
,,,,1.7666666667e-01,1.0081658803e-04,-1.5168186525e-01,6.3357215202e-02,,,,
,,,,1.7733333333e-01,8.7708789577e-05,-1.5254543933e-01,6.3404376046e-02,,,,
,,,,1.7800000000e-01,7.4563814877e-05,-1.5340958721e-01,6.3450381336e-02,,,,
,,,,1.7866666667e-01,6.1382633429e-05,-1.5427429356e-01,6.3495234029e-02,,,,
,,,,1.7933333333e-01,4.8166214112e-05,-1.5513954310e-01,6.3538937080e-02,,,,
,,,,1.8000000000e-01,3.4915525129e-05,-1.5600532056e-01,6.3581493437e-02,,,,
,,,,1.8066666667e-01,2.1631533946e-05,-1.5687161073e-01,6.3622906049e-02,,,,
,,,,1.8133333333e-01,8.3152072431e-06,-1.5773839845e-01,6.3663177857e-02,,,,
,,,,1.8200000000e-01,-5.0324891462e-06,-1.5860566858e-01,6.3702311802e-02,,,,
,,,,1.8266666667e-01,-1.8410590285e-05,-1.5947340602e-01,6.3740310820e-02,,,,
,,,,1.8333333333e-01,-3.1818132187e-05,-1.6034159572e-01,6.3777177842e-02,,,,
,,,,1.8400000000e-01,-4.5254151873e-05,-1.6121022266e-01,6.3812915797e-02,,,,
,,,,1.8466666667e-01,-5.8717687420e-05,-1.6207927186e-01,6.3847527611e-02,,,,
,,,,1.8533333333e-01,-7.2207778016e-05,-1.6294872839e-01,6.3881016205e-02,,,,
,,,,1.8600000000e-01,-8.5723464010e-05,-1.6381857734e-01,6.3913384498e-02,,,,
,,,,1.8666666667e-01,-9.9263786967e-05,-1.6468880385e-01,6.3944635404e-02,,,,
,,,,1.8733333333e-01,-1.1282778971e-04,-1.6555939310e-01,6.3974771835e-02,,,,
,,,,1.8800000000e-01,-1.2641451639e-04,-1.6643033031e-01,6.4003796697e-02,,,,
,,,,1.8866666667e-01,-1.4002301252e-04,-1.6730160072e-01,6.4031712895e-02,,,,
,,,,1.8933333333e-01,-1.5365232501e-04,-1.6817318964e-01,6.4058523329e-02,,,,
,,,,1.9000000000e-01,-1.6730150227e-04,-1.6904508239e-01,6.4084230898e-02,,,,
,,,,1.9066666667e-01,-1.8096959419e-04,-1.6991726434e-01,6.4108838494e-02,,,,
,,,,1.9133333333e-01,-1.9465565224e-04,-1.7078972090e-01,6.4132349007e-02,,,,
,,,,1.9200000000e-01,-2.0835872949e-04,-1.7166243752e-01,6.4154765325e-02,,,,
,,,,1.9266666667e-01,-2.2207788069e-04,-1.7253539968e-01,6.4176090331e-02,,,,
,,,,1.9333333333e-01,-2.3581216228e-04,-1.7340859291e-01,6.4196326904e-02,,,,
,,,,1.9400000000e-01,-2.4956063245e-04,-1.7428200276e-01,6.4215477922e-02,,,,
,,,,1.9466666667e-01,-2.6332235119e-04,-1.7515561484e-01,6.4233546256e-02,,,,
,,,,1.9533333333e-01,-2.7709638034e-04,-1.7602941479e-01,6.4250534777e-02,,,,
,,,,1.9600000000e-01,-2.9088178363e-04,-1.7690338828e-01,6.4266446351e-02,,,,
,,,,1.9666666667e-01,-3.0467762673e-04,-1.7777752102e-01,6.4281283840e-02,,,,
,,,,1.9733333333e-01,-3.1848297728e-04,-1.7865179877e-01,6.4295050105e-02,,,,
,,,,1.9800000000e-01,-3.3229690496e-04,-1.7952620732e-01,6.4307748000e-02,,,,
,,,,1.9866666667e-01,-3.4611848151e-04,-1.8040073250e-01,6.4319380379e-02,,,,
,,,,1.9933333333e-01,-3.5994678077e-04,-1.8127536016e-01,6.4329950092e-02,,,,
,,,,2.0000000000e-01,-3.7378087877e-04,-1.8215007622e-01,6.4339459983e-02,,,,
,,,,2.0066666667e-01,-3.8761985371e-04,-1.8302486661e-01,6.4347912895e-02,,,,
,,,,2.0133333333e-01,-4.0146278604e-04,-1.8389971732e-01,6.4355311669e-02,,,,
,,,,2.0200000000e-01,-4.1530875851e-04,-1.8477461437e-01,6.4361659139e-02,,,,
,,,,2.0266666667e-01,-4.2915685616e-04,-1.8564954380e-01,6.4366958138e-02,,,,
,,,,2.0333333333e-01,-4.4300616644e-04,-1.8652449171e-01,6.4371211495e-02,,,,
,,,,2.0400000000e-01,-4.5685577916e-04,-1.8739944423e-01,6.4374422037e-02,,,,
,,,,2.0466666667e-01,-4.7070478663e-04,-1.8827438752e-01,6.4376592586e-02,,,,
,,,,2.0533333333e-01,-4.8455228361e-04,-1.8914930780e-01,6.4377725961e-02,,,,
,,,,2.0600000000e-01,-4.9839736740e-04,-1.9002419130e-01,6.4377824979e-02,,,,
,,,,2.0666666667e-01,-5.1223913786e-04,-1.9089902430e-01,6.4376892452e-02,,,,
,,,,2.0733333333e-01,-5.2607669748e-04,-1.9177379312e-01,6.4374931189e-02,,,,
,,,,2.0800000000e-01,-5.3990915137e-04,-1.9264848412e-01,6.4371943998e-02,,,,
,,,,2.0866666667e-01,-5.5373560734e-04,-1.9352308368e-01,6.4367933680e-02,,,,
,,,,2.0933333333e-01,-5.6755517591e-04,-1.9439757824e-01,6.4362903037e-02,,,,
,,,,2.1000000000e-01,-5.8136697036e-04,-1.9527195426e-01,6.4356854863e-02,,,,
,,,,2.1066666667e-01,-5.9517010678e-04,-1.9614619824e-01,6.4349791953e-02,,,,
,,,,2.1133333333e-01,-6.0896370407e-04,-1.9702029673e-01,6.4341717097e-02,,,,
,,,,2.1200000000e-01,-6.2274688401e-04,-1.9789423630e-01,6.4332633081e-02,,,,
,,,,2.1266666667e-01,-6.3651877130e-04,-1.9876800356e-01,6.4322542689e-02,,,,
,,,,2.1333333333e-01,-6.5027849355e-04,-1.9964158517e-01,6.4311448702e-02,,,,
,,,,2.1400000000e-01,-6.6402518138e-04,-2.0051496782e-01,6.4299353897e-02,,,,
,,,,2.1466666667e-01,-6.7775796839e-04,-2.0138813822e-01,6.4286261048e-02,,,,
,,,,2.1533333333e-01,-6.9147599125e-04,-2.0226108315e-01,6.4272172925e-02,,,,
,,,,2.1600000000e-01,-7.0517838970e-04,-2.0313378940e-01,6.4257092297e-02,,,,
,,,,2.1666666667e-01,-7.1886430659e-04,-2.0400624381e-01,6.4241021928e-02,,,,
,,,,2.1733333333e-01,-7.3253288792e-04,-2.0487843324e-01,6.4223964580e-02,,,,
,,,,2.1800000000e-01,-7.4618328287e-04,-2.0575034461e-01,6.4205923011e-02,,,,
,,,,2.1866666667e-01,-7.5981464385e-04,-2.0662196486e-01,6.4186899976e-02,,,,
,,,,2.1933333333e-01,-7.7342612649e-04,-2.0749328097e-01,6.4166898227e-02,,,,
,,,,2.2000000000e-01,-7.8701688972e-04,-2.0836427997e-01,6.4145920513e-02,,,,
,,,,2.2066666667e-01,-8.0058609575e-04,-2.0923494891e-01,6.4123969581e-02,,,,
,,,,2.2133333333e-01,-8.1413291017e-04,-2.1010527488e-01,6.4101048171e-02,,,,
,,,,2.2200000000e-01,-8.2765650192e-04,-2.1097524500e-01,6.4077159025e-02,,,,
,,,,2.2266666667e-01,-8.4115604335e-04,-2.1184484645e-01,6.4052304879e-02,,,,
,,,,2.2333333333e-01,-8.5463071023e-04,-2.1271406642e-01,6.4026488466e-02,,,,
,,,,2.2400000000e-01,-8.6807968182e-04,-2.1358289215e-01,6.3999712517e-02,,,,
,,,,2.2466666667e-01,-8.8150214084e-04,-2.1445131091e-01,6.3971979758e-02,,,,
,,,,2.2533333333e-01,-8.9489727357e-04,-2.1531931001e-01,6.3943292915e-02,,,,
,,,,2.2600000000e-01,-9.0826426981e-04,-2.1618687680e-01,6.3913654709e-02,,,,
,,,,2.2666666667e-01,-9.2160232297e-04,-2.1705399866e-01,6.3883067857e-02,,,,
,,,,2.2733333333e-01,-9.3491063004e-04,-2.1792066301e-01,6.3851535075e-02,,,,
,,,,2.2800000000e-01,-9.4818839166e-04,-2.1878685730e-01,6.3819059075e-02,,,,
,,,,2.2866666667e-01,-9.6143481216e-04,-2.1965256902e-01,6.3785642566e-02,,,,
,,,,2.2933333333e-01,-9.7464909951e-04,-2.2051778570e-01,6.3751288255e-02,,,,
,,,,2.3000000000e-01,-9.8783046545e-04,-2.2138249489e-01,6.3715998844e-02,,,,
,,,,2.3066666667e-01,-1.0009781254e-03,-2.2224668421e-01,6.3679777033e-02,,,,
,,,,2.3133333333e-01,-1.0140912987e-03,-2.2311034127e-01,6.3642625521e-02,,,,
,,,,2.3200000000e-01,-1.0271692083e-03,-2.2397345376e-01,6.3604547000e-02,,,,
,,,,2.3266666667e-01,-1.0402110811e-03,-2.2483600937e-01,6.3565544162e-02,,,,
,,,,2.3333333333e-01,-1.0532161478e-03,-2.2569799584e-01,6.3525619696e-02,,,,
,,,,2.3400000000e-01,-1.0661836430e-03,-2.2655940096e-01,6.3484776287e-02,,,,
,,,,2.3466666667e-01,-1.0791128053e-03,-2.2742021253e-01,6.3443016616e-02,,,,
,,,,2.3533333333e-01,-1.0920028769e-03,-2.2828041840e-01,6.3400343364e-02,,,,
,,,,2.3600000000e-01,-1.1048531043e-03,-2.2914000647e-01,6.3356759208e-02,,,,
,,,,2.3666666667e-01,-1.1176627378e-03,-2.2999896463e-01,6.3312266820e-02,,,,
,,,,2.3733333333e-01,-1.1304310318e-03,-2.3085728086e-01,6.3266868871e-02,,,,
,,,,2.3800000000e-01,-1.1431572446e-03,-2.3171494313e-01,6.3220568030e-02,,,,
,,,,2.3866666667e-01,-1.1558406386e-03,-2.3257193948e-01,6.3173366960e-02,,,,
,,,,2.3933333333e-01,-1.1684804803e-03,-2.3342825797e-01,6.3125268325e-02,,,,
,,,,2.4000000000e-01,-1.1810760403e-03,-2.3428388669e-01,6.3076274782e-02,,,,
,,,,2.4066666667e-01,-1.1936265932e-03,-2.3513881377e-01,6.3026388989e-02,,,,
,,,,2.4133333333e-01,-1.2061314179e-03,-2.3599302738e-01,6.2975613599e-02,,,,
,,,,2.4200000000e-01,-1.2185897972e-03,-2.3684651572e-01,6.2923951262e-02,,,,
,,,,2.4266666667e-01,-1.2310010184e-03,-2.3769926704e-01,6.2871404627e-02,,,,
,,,,2.4333333333e-01,-1.2433643728e-03,-2.3855126959e-01,6.2817976337e-02,,,,
,,,,2.4400000000e-01,-1.2556791559e-03,-2.3940251170e-01,6.2763669035e-02,,,,
,,,,2.4466666667e-01,-1.2679446675e-03,-2.4025298169e-01,6.2708485360e-02,,,,
,,,,2.4533333333e-01,-1.2801602116e-03,-2.4110266796e-01,6.2652427948e-02,,,,
,,,,2.4600000000e-01,-1.2923250967e-03,-2.4195155890e-01,6.2595499433e-02,,,,
,,,,2.4666666667e-01,-1.3044386352e-03,-2.4279964298e-01,6.2537702447e-02,,,,
,,,,2.4733333333e-01,-1.3165001443e-03,-2.4364690866e-01,6.2479039615e-02,,,,
,,,,2.4800000000e-01,-1.3285089450e-03,-2.4449334448e-01,6.2419513565e-02,,,,
,,,,2.4866666667e-01,-1.3404643631e-03,-2.4533893898e-01,6.2359126919e-02,,,,
,,,,2.4933333333e-01,-1.3523657287e-03,-2.4618368074e-01,6.2297882295e-02,,,,
,,,,2.5000000000e-01,-1.3642123759e-03,-2.4702755840e-01,6.2235782311e-02,,,,
,,,,2.5066666667e-01,-1.3760036438e-03,-2.4787056060e-01,6.2172829581e-02,,,,
,,,,2.5133333333e-01,-1.3877388755e-03,-2.4871267604e-01,6.2109026716e-02,,,,
,,,,2.5200000000e-01,-1.3994174187e-03,-2.4955389345e-01,6.2044376325e-02,,,,
,,,,2.5266666667e-01,-1.4110386255e-03,-2.5039420158e-01,6.1978881015e-02,,,,
,,,,2.5333333333e-01,-1.4226018526e-03,-2.5123358923e-01,6.1912543387e-02,,,,
,,,,2.5400000000e-01,-1.4341064610e-03,-2.5207204523e-01,6.1845366043e-02,,,,
,,,,2.5466666667e-01,-1.4455518164e-03,-2.5290955844e-01,6.1777351580e-02,,,,
,,,,2.5533333333e-01,-1.4569372889e-03,-2.5374611776e-01,6.1708502594e-02,,,,
