epoch,linear_total,linear_Pi_all,linear_bc,linear_Pi_str,linear_Pi_str_T,linear_Pi_w,linear_Pi_e,linear_pseudo,nonlinear_total,nonlinear_Pi_all,nonlinear_bc,nonlinear_Pi_str,nonlinear_Pi_str_T,nonlinear_Pi_w,nonlinear_Pi_e,nonlinear_pseudo
4.945000000000000000e+03,-9.910032153129577637e-03,-9.957854636013507843e-03,0.000000000000000000e+00,7.901325821876525879e-03,0.000000000000000000e+00,8.553651859983801842e-04,1.871454529464244843e-02,4.782220275956206024e-05,-9.022617712616920471e-03,-9.118261747062206268e-03,0.000000000000000000e+00,8.416542783379554749e-03,0.000000000000000000e+00,8.324600057676434517e-04,1.836726441979408264e-02,9.564440551912412047e-05
4.946000000000000000e+03,-9.910572320222854614e-03,-9.958978742361068726e-03,0.000000000000000000e+00,7.911170832812786102e-03,0.000000000000000000e+00,8.562124567106366158e-04,1.872636191546916962e-02,4.840598558075726032e-05,-9.022097103297710419e-03,-9.118909016251564026e-03,0.000000000000000000e+00,8.416504599153995514e-03,0.000000000000000000e+00,8.325254311785101891e-04,1.836793869733810425e-02,9.681197116151452065e-05
4.947000000000000000e+03,-9.910266846418380737e-03,-9.959341958165168762e-03,0.000000000000000000e+00,7.914679124951362610e-03,0.000000000000000000e+00,8.565351599827408791e-04,1.873055659234523773e-02,4.907468610326759517e-05,-9.021398611366748810e-03,-9.119547903537750244e-03,0.000000000000000000e+00,8.416555821895599365e-03,0.000000000000000000e+00,8.325963281095027924e-04,1.836870051920413971e-02,9.814937220653519034e-05
4.948000000000000000e+03,-9.909070096909999847e-03,-9.957820177078247070e-03,0.000000000000000000e+00,7.901464588940143585e-03,0.000000000000000000e+00,8.554448140785098076e-04,1.871472969651222229e-02,4.874977821600623429e-05,-9.022590704262256622e-03,-9.120089933276176453e-03,0.000000000000000000e+00,8.417272940278053284e-03,0.000000000000000000e+00,8.327103569172322750e-04,1.837007328867912292e-02,9.749955643201246858e-05
4.949000000000000000e+03,-9.911366738379001617e-03,-9.959721937775611877e-03,0.000000000000000000e+00,7.918730378150939941e-03,0.000000000000000000e+00,8.569174678996205330e-04,1.873536966741085052e-02,4.835523941437713802e-05,-9.023929014801979065e-03,-9.120639413595199585e-03,0.000000000000000000e+00,8.417928591370582581e-03,0.000000000000000000e+00,8.328219410032033920e-04,1.837139017879962921e-02,9.671047882875427604e-05
4.950000000000000000e+03,-9.911037981510162354e-03,-9.959106333553791046e-03,0.000000000000000000e+00,7.912162691354751587e-03,0.000000000000000000e+00,8.563965675421059132e-04,1.872766576707363129e-02,4.806813740287907422e-05,-9.025091305375099182e-03,-9.121228009462356567e-03,0.000000000000000000e+00,8.418379351496696472e-03,0.000000000000000000e+00,8.329207776114344597e-04,1.837252825498580933e-02,9.613627480575814843e-05
4.951000000000000000e+03,-9.910496883094310760e-03,-9.958493523299694061e-03,0.000000000000000000e+00,7.906939834356307983e-03,0.000000000000000000e+00,8.559828856959939003e-04,1.872141659259796143e-02,4.799670205102302134e-05,-9.025843814015388489e-03,-9.121837094426155090e-03,0.000000000000000000e+00,8.418705314397811890e-03,0.000000000000000000e+00,8.330121636390686035e-04,1.837355457246303558e-02,9.599340410204604268e-05
4.952000000000000000e+03,-9.910476393997669220e-03,-9.960008785128593445e-03,0.000000000000000000e+00,7.921865209937095642e-03,0.000000000000000000e+00,8.572415681555867195e-04,1.873911544680595398e-02,4.953256211592815816e-05,-9.023436345160007477e-03,-9.122501127421855927e-03,0.000000000000000000e+00,8.418705314397811890e-03,0.000000000000000000e+00,8.330838172696530819e-04,1.837429031729698181e-02,9.906512423185631633e-05
4.953000000000000000e+03,-9.910865686833858490e-03,-9.958501905202865601e-03,0.000000000000000000e+00,7.907120510935783386e-03,0.000000000000000000e+00,8.560364949516952038e-04,1.872165873646736145e-02,4.763645483762957156e-05,-9.027762338519096375e-03,-9.123035706579685211e-03,0.000000000000000000e+00,8.419496007263660431e-03,0.000000000000000000e+00,8.332043653354048729e-04,1.837573572993278503e-02,9.527290967525914311e-05
4.954000000000000000e+03,-9.911932051181793213e-03,-9.959801100194454193e-03,0.000000000000000000e+00,7.918583229184150696e-03,0.000000000000000000e+00,8.570135105401277542e-04,1.873539760708808899e-02,4.786898716702125967e-05,-9.027927182614803314e-03,-9.123665280640125275e-03,0.000000000000000000e+00,8.419681340456008911e-03,0.000000000000000000e+00,8.332872530445456505e-04,1.837663352489471436e-02,9.573797433404251933e-05
4.955000000000000000e+03,-9.910134598612785339e-03,-9.959857910871505737e-03,0.000000000000000000e+00,7.918816059827804565e-03,0.000000000000000000e+00,8.570514619350433350e-04,1.873572543263435364e-02,4.972343594999983907e-05,-9.024892002344131470e-03,-9.124338626861572266e-03,0.000000000000000000e+00,8.419646881520748138e-03,0.000000000000000000e+00,8.333590812981128693e-04,1.837734505534172058e-02,9.944687189999967813e-05
4.956000000000000000e+03,-9.911825880408287048e-03,-9.958161041140556335e-03,0.000000000000000000e+00,7.904554717242717743e-03,0.000000000000000000e+00,8.558586123399436474e-04,1.871857419610023499e-02,4.633542630472220480e-05,-9.032121859490871429e-03,-9.124793112277984619e-03,0.000000000000000000e+00,8.420944213867187500e-03,0.000000000000000000e+00,8.335118182003498077e-04,1.837924867868423462e-02,9.267085260944440961e-05
4.957000000000000000e+03,-9.911934845149517059e-03,-9.960965253412723541e-03,0.000000000000000000e+00,7.933340966701507568e-03,0.000000000000000000e+00,8.582592708989977837e-04,1.875256560742855072e-02,4.903047010884620249e-05,-9.027451276779174805e-03,-9.125512093305587769e-03,0.000000000000000000e+00,8.420594036579132080e-03,0.000000000000000000e+00,8.335656020790338516e-04,1.837967149913311005e-02,9.806094021769240499e-05
4.958000000000000000e+03,-9.912229143083095551e-03,-9.958378039300441742e-03,0.000000000000000000e+00,7.906473241746425629e-03,0.000000000000000000e+00,8.560526766814291477e-04,1.872090436518192291e-02,4.614921999746002257e-05,-9.033808484673500061e-03,-9.126107208430767059e-03,0.000000000000000000e+00,8.421000093221664429e-03,0.000000000000000000e+00,8.336646715179085732e-04,1.838077232241630554e-02,9.229843999492004514e-05
4.959000000000000000e+03,-9.911639615893363953e-03,-9.960139170289039612e-03,0.000000000000000000e+00,7.921228185296058655e-03,0.000000000000000000e+00,8.573181112296879292e-04,1.873868517577648163e-02,4.849925608141347766e-05,-9.029849432408809662e-03,-9.126847609877586365e-03,0.000000000000000000e+00,8.420540951192378998e-03,0.000000000000000000e+00,8.337118779309093952e-04,1.838110014796257019e-02,9.699851216282695532e-05
4.960000000000000000e+03,-9.911804459989070892e-03,-9.960475377738475800e-03,0.000000000000000000e+00,7.925109937787055969e-03,0.000000000000000000e+00,8.576536783948540688e-04,1.874323934316635132e-02,4.867116876994259655e-05,-9.030159562826156616e-03,-9.127502329647541046e-03,0.000000000000000000e+00,8.420544676482677460e-03,0.000000000000000000e+00,8.337870822288095951e-04,1.838183403015136719e-02,9.734233753988519311e-05
4.961000000000000000e+03,-9.912352077662944794e-03,-9.958384558558464050e-03,0.000000000000000000e+00,7.907235994935035706e-03,0.000000000000000000e+00,8.561650756746530533e-04,1.872178539633750916e-02,4.603210618370212615e-05,-9.035903960466384888e-03,-9.127967990934848785e-03,0.000000000000000000e+00,8.421754464507102966e-03,0.000000000000000000e+00,8.339371997863054276e-04,1.838365942239761353e-02,9.206421236740425229e-05
4.962000000000000000e+03,-9.912621229887008667e-03,-9.961190633475780487e-03,0.000000000000000000e+00,7.934398949146270752e-03,0.000000000000000000e+00,8.584418101236224174e-04,1.875403150916099548e-02,4.856914165429770947e-05,-9.031419642269611359e-03,-9.128557518124580383e-03,0.000000000000000000e+00,8.422122336924076080e-03,0.000000000000000000e+00,8.340342901647090912e-04,1.838471367955207825e-02,9.713828330859541893e-05
4.963000000000000000e+03,-9.912716224789619446e-03,-9.959312155842781067e-03,0.000000000000000000e+00,7.913810200989246368e-03,0.000000000000000000e+00,8.567651384510099888e-04,1.872988790273666382e-02,4.659555270336568356e-05,-9.035870432853698730e-03,-9.129061363637447357e-03,0.000000000000000000e+00,8.422992192208766937e-03,0.000000000000000000e+00,8.341612992808222771e-04,1.838621497154235840e-02,9.319110540673136711e-05
4.964000000000000000e+03,-9.911801666021347046e-03,-9.960045106709003448e-03,0.000000000000000000e+00,7.919728755950927734e-03,0.000000000000000000e+00,8.572811493650078773e-04,1.873705536127090454e-02,4.824334973818622530e-05,-9.033206850290298462e-03,-9.129693731665611267e-03,0.000000000000000000e+00,8.423105813562870026e-03,0.000000000000000000e+00,8.342440123669803143e-04,1.838704384863376617e-02,9.648669947637245059e-05
4.965000000000000000e+03,-9.912907145917415619e-03,-9.960867464542388916e-03,0.000000000000000000e+00,7.927759550511837006e-03,0.000000000000000000e+00,8.579654386267066002e-04,1.874659210443496704e-02,4.796013308805413544e-05,-9.034303016960620880e-03,-9.130223654210567474e-03,0.000000000000000000e+00,8.423857390880584717e-03,0.000000000000000000e+00,8.343656663782894611e-04,1.838844642043113708e-02,9.592026617610827088e-05
4.966000000000000000e+03,-9.913914836943149567e-03,-9.959730319678783417e-03,0.000000000000000000e+00,7.916871458292007446e-03,0.000000000000000000e+00,8.570746285840868950e-04,1.873367652297019958e-02,4.581511893775314093e-05,-9.039175696671009064e-03,-9.130805730819702148e-03,0.000000000000000000e+00,8.424201980233192444e-03,0.000000000000000000e+00,8.344599045813083649e-04,1.838946714997291565e-02,9.163023787550628185e-05
4.967000000000000000e+03,-9.913483634591102600e-03,-9.961013682186603546e-03,0.000000000000000000e+00,7.929205894470214844e-03,0.000000000000000000e+00,8.581236470490694046e-04,1.874834299087524414e-02,4.752959648612886667e-05,-9.036567062139511108e-03,-9.131626226007938385e-03,0.000000000000000000e+00,8.423110470175743103e-03,0.000000000000000000e+00,8.344678208231925964e-04,1.838920451700687408e-02,9.505919297225773335e-05
4.968000000000000000e+03,-9.913526475429534912e-03,-9.960203431546688080e-03,0.000000000000000000e+00,7.921003736555576324e-03,0.000000000000000000e+00,8.574578096158802509e-04,1.873866468667984009e-02,4.667730900109745562e-05,-9.039018303155899048e-03,-9.132373146712779999e-03,0.000000000000000000e+00,8.422486484050750732e-03,0.000000000000000000e+00,8.345051319338381290e-04,1.838936470448970795e-02,9.335461800219491124e-05
4.969000000000000000e+03,-9.913427755236625671e-03,-9.960522875189781189e-03,0.000000000000000000e+00,7.923842407763004303e-03,0.000000000000000000e+00,8.577156113460659981e-04,1.874208077788352966e-02,4.709544373326934874e-05,-9.038886986672878265e-03,-9.133078157901763916e-03,0.000000000000000000e+00,8.422085084021091461e-03,0.000000000000000000e+00,8.345554815605282784e-04,1.838971860706806183e-02,9.419088746653869748e-05
4.970000000000000000e+03,-9.915668517351150513e-03,-9.961096569895744324e-03,0.000000000000000000e+00,7.929656654596328735e-03,0.000000000000000000e+00,8.582122973166406155e-04,1.874896511435508728e-02,4.542850001598708332e-05,-9.042848832905292511e-03,-9.133705869317054749e-03,0.000000000000000000e+00,8.422152139246463776e-03,0.000000000000000000e+00,8.346333634108304977e-04,1.839049160480499268e-02,9.085700003197416663e-05
4.971000000000000000e+03,-9.913614951074123383e-03,-9.960831142961978912e-03,0.000000000000000000e+00,7.926787249743938446e-03,0.000000000000000000e+00,8.579975692555308342e-04,1.874561607837677002e-02,4.721638833871111274e-05,-9.040024131536483765e-03,-9.134456515312194824e-03,0.000000000000000000e+00,8.421471342444419861e-03,0.000000000000000000e+00,8.346657850779592991e-04,1.839059405028820038e-02,9.443277667742222548e-05
4.972000000000000000e+03,-9.913366287946701050e-03,-9.960159659385681152e-03,0.000000000000000000e+00,7.920894771814346313e-03,0.000000000000000000e+00,8.575135725550353527e-04,1.873856782913208008e-02,4.679340781876817346e-05,-9.041388519108295441e-03,-9.134975261986255646e-03,0.000000000000000000e+00,8.422253653407096863e-03,0.000000000000000000e+00,8.347878465428948402e-04,1.839201711118221283e-02,9.358681563753634691e-05
4.973000000000000000e+03,-9.915147908031940460e-03,-9.961538016796112061e-03,0.000000000000000000e+00,7.933761924505233765e-03,0.000000000000000000e+00,8.586084004491567612e-04,1.875390857458114624e-02,4.639013423002324998e-05,-9.042599238455295563e-03,-9.135379455983638763e-03,0.000000000000000000e+00,8.423740044236183167e-03,0.000000000000000000e+00,8.349523413926362991e-04,1.839407160878181458e-02,9.278026846004649997e-05
4.974000000000000000e+03,-9.914366528391838074e-03,-9.961063973605632782e-03,0.000000000000000000e+00,7.928827777504920959e-03,0.000000000000000000e+00,8.582187583670020103e-04,1.874811016023159027e-02,4.669730333262123168e-05,-9.042525663971900940e-03,-9.135920554399490356e-03,0.000000000000000000e+00,8.424248546361923218e-03,0.000000000000000000e+00,8.350533898919820786e-04,1.839522272348403931e-02,9.339460666524246335e-05
4.975000000000000000e+03,-9.913709945976734161e-03,-9.960506111383438110e-03,0.000000000000000000e+00,7.924119941890239716e-03,0.000000000000000000e+00,8.578528650104999542e-04,1.874247938394546509e-02,4.679603080148808658e-05,-9.042901918292045593e-03,-9.136494249105453491e-03,0.000000000000000000e+00,8.424531668424606323e-03,0.000000000000000000e+00,8.351372089236974716e-04,1.839616335928440094e-02,9.359206160297617316e-05
4.976000000000000000e+03,-9.914177469909191132e-03,-9.961669333279132843e-03,0.000000000000000000e+00,7.935839705169200897e-03,0.000000000000000000e+00,8.588434429839253426e-04,1.875635236501693726e-02,4.749173967866227031e-05,-9.042084217071533203e-03,-9.137067943811416626e-03,0.000000000000000000e+00,8.424817584455013275e-03,0.000000000000000000e+00,8.352205622941255569e-04,1.839710585772991180e-02,9.498347935732454062e-05
4.977000000000000000e+03,-9.915503673255443573e-03,-9.960559196770191193e-03,0.000000000000000000e+00,7.924899458885192871e-03,0.000000000000000000e+00,8.579592686146497726e-04,1.874341815710067749e-02,4.505594915826804936e-05,-9.047457017004489899e-03,-9.137568995356559753e-03,0.000000000000000000e+00,8.425650186836719513e-03,0.000000000000000000e+00,8.353411685675382614e-04,1.839856058359146118e-02,9.011189831653609872e-05
4.978000000000000000e+03,-9.915322996675968170e-03,-9.961774572730064392e-03,0.000000000000000000e+00,7.936803624033927917e-03,0.000000000000000000e+00,8.589588687755167484e-04,1.875753700733184814e-02,4.645195804187096655e-05,-9.045397862792015076e-03,-9.138301946222782135e-03,0.000000000000000000e+00,8.425096049904823303e-03,0.000000000000000000e+00,8.353784214705228806e-04,1.839877665042877197e-02,9.290391608374193311e-05
4.979000000000000000e+03,-9.915675036609172821e-03,-9.961172007024288177e-03,0.000000000000000000e+00,7.930278778076171875e-03,0.000000000000000000e+00,8.584453607909381390e-04,1.874989643692970276e-02,4.549695586320012808e-05,-9.048032574355602264e-03,-9.139026515185832977e-03,0.000000000000000000e+00,8.424660190939903259e-03,0.000000000000000000e+00,8.354234742000699043e-04,1.839911006391048431e-02,9.099391172640025616e-05
4.980000000000000000e+03,-9.914384223520755768e-03,-9.961182251572608948e-03,0.000000000000000000e+00,7.931010797619819641e-03,0.000000000000000000e+00,8.585063624195754528e-04,1.875069923698902130e-02,4.679818448494188488e-05,-9.046204388141632080e-03,-9.139800444245338440e-03,0.000000000000000000e+00,8.423920720815658569e-03,0.000000000000000000e+00,8.354506571777164936e-04,1.839917153120040894e-02,9.359636896988376975e-05
4.981000000000000000e+03,-9.915883652865886688e-03,-9.961564093828201294e-03,0.000000000000000000e+00,7.935032248497009277e-03,0.000000000000000000e+00,8.588694618083536625e-04,1.875546574592590332e-02,4.568027725326828659e-05,-9.049079380929470062e-03,-9.140440262854099274e-03,0.000000000000000000e+00,8.424013853073120117e-03,0.000000000000000000e+00,8.355295285582542419e-04,1.839998364448547363e-02,9.136055450653657317e-05
4.982000000000000000e+03,-9.915128350257873535e-03,-9.961286559700965881e-03,0.000000000000000000e+00,7.933938875794410706e-03,0.000000000000000000e+00,8.587708580307662487e-04,1.875399611890316010e-02,4.615797661244869232e-05,-9.048704057931900024e-03,-9.141020476818084717e-03,0.000000000000000000e+00,8.424434810876846313e-03,0.000000000000000000e+00,8.356269681826233864e-04,1.840108260512351990e-02,9.231595322489738464e-05
4.983000000000000000e+03,-9.915578179061412811e-03,-9.961168281733989716e-03,0.000000000000000000e+00,7.934154942631721497e-03,0.000000000000000000e+00,8.588181808590888977e-04,1.875414140522480011e-02,4.559012086247093976e-05,-9.050329215824604034e-03,-9.141509421169757843e-03,0.000000000000000000e+00,8.425390347838401794e-03,0.000000000000000000e+00,8.357551996596157551e-04,1.840265467762947083e-02,9.118024172494187951e-05
4.984000000000000000e+03,-9.915963746607303619e-03,-9.961210191249847412e-03,0.000000000000000000e+00,7.937794551253318787e-03,0.000000000000000000e+00,8.590952493250370026e-04,1.875809952616691589e-02,4.524629912339150906e-05,-9.051510132849216461e-03,-9.142003022134304047e-03,0.000000000000000000e+00,8.426330052316188812e-03,0.000000000000000000e+00,8.358826744370162487e-04,1.840421557426452637e-02,9.049259824678301811e-05
4.985000000000000000e+03,-9.914572350680828094e-03,-9.960866533219814301e-03,0.000000000000000000e+00,7.937239482998847961e-03,0.000000000000000000e+00,8.590715588070452213e-04,1.875717751681804657e-02,4.629434988601133227e-05,-9.049977175891399384e-03,-9.142565540969371796e-03,0.000000000000000000e+00,8.426868356764316559e-03,0.000000000000000000e+00,8.359883213415741920e-04,1.840542256832122803e-02,9.258869977202266455e-05
4.986000000000000000e+03,-9.913712739944458008e-03,-9.960087947547435760e-03,0.000000000000000000e+00,7.936022244393825531e-03,0.000000000000000000e+00,8.589047938585281372e-04,1.875501498579978943e-02,4.637554593500681221e-05,-9.050332941114902496e-03,-9.143084287643432617e-03,0.000000000000000000e+00,8.427624590694904327e-03,0.000000000000000000e+00,8.361047366634011269e-04,1.840681396424770355e-02,9.275109187001362443e-05
4.987000000000000000e+03,-9.914479218423366547e-03,-9.959866292774677277e-03,0.000000000000000000e+00,7.940521463751792908e-03,0.000000000000000000e+00,8.592800586484372616e-04,1.875966787338256836e-02,4.538753637461923063e-05,-9.052761830389499664e-03,-9.143536910414695740e-03,0.000000000000000000e+00,8.428775705397129059e-03,0.000000000000000000e+00,8.362451335415244102e-04,1.840855740010738373e-02,9.077507274923846126e-05
4.988000000000000000e+03,-9.914170950651168823e-03,-9.958632290363311768e-03,0.000000000000000000e+00,7.941914722323417664e-03,0.000000000000000000e+00,8.592583471909165382e-04,1.875980570912361145e-02,4.446121965884231031e-05,-9.055214934051036835e-03,-9.144137613475322723e-03,0.000000000000000000e+00,8.429074659943580627e-03,0.000000000000000000e+00,8.363362867385149002e-04,1.840954832732677460e-02,8.892243931768462062e-05
4.989000000000000000e+03,-9.911892935633659363e-03,-9.957239031791687012e-03,0.000000000000000000e+00,7.945207878947257996e-03,0.000000000000000000e+00,8.594751125201582909e-04,1.876192167401313782e-02,4.534611070994287729e-05,-9.054260328412055969e-03,-9.144952520728111267e-03,0.000000000000000000e+00,8.428077213466167450e-03,0.000000000000000000e+00,8.363489760085940361e-04,1.840937882661819458e-02,9.069222141988575459e-05
4.990000000000000000e+03,-9.909105487167835236e-03,-9.953968226909637451e-03,0.000000000000000000e+00,7.943288423120975494e-03,0.000000000000000000e+00,8.590270299464464188e-04,1.875628344714641571e-02,4.486314355744980276e-05,-9.055997245013713837e-03,-9.145723655819892883e-03,0.000000000000000000e+00,8.427370339632034302e-03,0.000000000000000000e+00,8.363799424842000008e-04,1.840947382152080536e-02,8.972628711489960551e-05
4.991000000000000000e+03,-9.905002079904079437e-03,-9.951221756637096405e-03,0.000000000000000000e+00,7.956016808748245239e-03,0.000000000000000000e+00,8.598839049227535725e-04,1.876712217926979065e-02,4.621973857865668833e-05,-9.054061956703662872e-03,-9.146501310169696808e-03,0.000000000000000000e+00,8.426615968346595764e-03,0.000000000000000000e+00,8.364087552763521671e-04,1.840952597558498383e-02,9.243947715731337667e-05
4.992000000000000000e+03,-9.899611584842205048e-03,-9.944213554263114929e-03,0.000000000000000000e+00,7.952077314257621765e-03,0.000000000000000000e+00,8.589685894548892975e-04,1.875525899231433868e-02,4.460176569409668446e-05,-9.057884104549884796e-03,-9.147088043391704559e-03,0.000000000000000000e+00,8.426966145634651184e-03,0.000000000000000000e+00,8.365051471628248692e-04,1.841055974364280701e-02,8.920353138819336891e-05
4.993000000000000000e+03,-9.891821071505546570e-03,-9.937640279531478882e-03,0.000000000000000000e+00,7.971540093421936035e-03,0.000000000000000000e+00,8.600873406976461411e-04,1.876926794648170471e-02,4.581928442348726094e-05,-9.055979549884796143e-03,-9.147617965936660767e-03,0.000000000000000000e+00,8.427668362855911255e-03,0.000000000000000000e+00,8.366215042769908905e-04,1.841190829873085022e-02,9.163856884697452188e-05
4.994000000000000000e+03,-9.881833568215370178e-03,-9.925423189997673035e-03,0.000000000000000000e+00,7.973959669470787048e-03,0.000000000000000000e+00,8.592083468101918697e-04,1.875859126448631287e-02,4.358966180006973445e-05,-9.060833603143692017e-03,-9.148012846708297729e-03,0.000000000000000000e+00,8.429135195910930634e-03,0.000000000000000000e+00,8.367830887436866760e-04,1.841393113136291504e-02,8.717932360013946891e-05
4.995000000000000000e+03,-9.866854175925254822e-03,-9.913349524140357971e-03,0.000000000000000000e+00,7.996984757483005524e-03,0.000000000000000000e+00,8.602314628660678864e-04,1.877056621015071869e-02,4.649504262488335371e-05,-9.055607952177524567e-03,-9.148597717285156250e-03,0.000000000000000000e+00,8.429424837231636047e-03,0.000000000000000000e+00,8.368731359951198101e-04,1.841489598155021667e-02,9.299008524976670742e-05
4.996000000000000000e+03,-9.852974675595760345e-03,-9.896902367472648621e-03,0.000000000000000000e+00,7.998014800250530243e-03,0.000000000000000000e+00,8.588689379394054413e-04,1.875378564000129700e-02,4.392743721837177873e-05,-9.061143733561038971e-03,-9.148998185992240906e-03,0.000000000000000000e+00,8.430795744061470032e-03,0.000000000000000000e+00,8.370275609195232391e-04,1.841682195663452148e-02,8.785487443674355745e-05
4.997000000000000000e+03,-9.841774590313434601e-03,-9.888304397463798523e-03,0.000000000000000000e+00,8.027970790863037109e-03,0.000000000000000000e+00,8.607207564637064934e-04,1.877699606120586395e-02,4.652949792216531932e-05,-9.056495502591133118e-03,-9.149554185569286346e-03,0.000000000000000000e+00,8.431246504187583923e-03,0.000000000000000000e+00,8.371254662051796913e-04,1.841792650520801544e-02,9.305899584433063865e-05
4.998000000000000000e+03,-9.840926155447959900e-03,-9.883438237011432648e-03,0.000000000000000000e+00,8.008622564375400543e-03,0.000000000000000000e+00,8.586531039327383041e-04,1.875071413815021515e-02,4.251185600878670812e-05,-9.064977988600730896e-03,-9.150002151727676392e-03,0.000000000000000000e+00,8.432358503341674805e-03,0.000000000000000000e+00,8.372648153454065323e-04,1.841962523758411407e-02,8.502371201757341623e-05
4.999000000000000000e+03,-9.851933456957340240e-03,-9.898270480334758759e-03,0.000000000000000000e+00,8.020519278943538666e-03,0.000000000000000000e+00,8.609086507931351662e-04,1.877969875931739807e-02,4.633664866560138762e-05,-9.058163501322269440e-03,-9.150836616754531860e-03,0.000000000000000000e+00,8.431094698607921600e-03,0.000000000000000000e+00,8.372595766559243202e-04,1.841919124126434326e-02,9.267329733120277524e-05
5.000000000000000000e+03,-9.876779280602931976e-03,-9.918851777911186218e-03,0.000000000000000000e+00,7.972876541316509247e-03,0.000000000000000000e+00,8.586636977270245552e-04,1.875039190053939819e-02,4.207247911836020648e-05,-9.067331440746784210e-03,-9.151476435363292694e-03,0.000000000000000000e+00,8.431061170995235443e-03,0.000000000000000000e+00,8.373297168873250484e-04,1.841986738145351410e-02,8.414495823672041297e-05
5.001000000000000000e+03,-9.785881265997886658e-03,-9.946930222213268280e-03,0.000000000000000000e+00,7.969636470079421997e-03,0.000000000000000000e+00,8.606879273429512978e-04,1.877725496888160706e-02,1.610489271115511656e-04,6.576122716069221497e-03,6.254024803638458252e-03,0.000000000000000000e+00,2.544336393475532532e-02,0.000000000000000000e+00,8.888925076462328434e-04,2.007823251187801361e-02,3.220978542231023312e-04
5.002000000000000000e+03,-9.784587658941745758e-03,-9.841798804700374603e-03,0.000000000000000000e+00,8.412175811827182770e-03,0.000000000000000000e+00,8.864996489137411118e-04,1.914047449827194214e-02,5.721160050597973168e-05,6.463238969445228577e-04,5.319006741046905518e-04,0.000000000000000000e+00,1.915086433291435242e-02,0.000000000000000000e+00,8.418402867391705513e-04,1.946080476045608521e-02,1.144232010119594634e-04
5.003000000000000000e+03,-9.762075729668140411e-03,-9.840332902967929840e-03,0.000000000000000000e+00,7.826954126358032227e-03,0.000000000000000000e+00,8.419034420512616634e-04,1.850919052958488464e-02,7.825680222595110536e-05,-5.640261806547641754e-03,-5.796775221824645996e-03,0.000000000000000000e+00,1.163391675800085068e-02,0.000000000000000000e+00,7.512893062084913254e-04,1.818198151886463165e-02,1.565136044519022107e-04
5.004000000000000000e+03,-9.434320032596588135e-03,-9.943876415491104126e-03,0.000000000000000000e+00,7.983798161149024963e-03,0.000000000000000000e+00,8.613313548266887665e-04,1.878900639712810516e-02,5.095562664791941643e-04,-6.261587142944335938e-03,-7.280699908733367920e-03,0.000000000000000000e+00,8.733117021620273590e-03,0.000000000000000000e+00,6.557485321536660194e-04,1.666956581175327301e-02,1.019112532958388329e-03
5.005000000000000000e+03,-8.910302072763442993e-03,-9.903515689074993134e-03,0.000000000000000000e+00,7.902209646999835968e-03,0.000000000000000000e+00,8.515996159985661507e-04,1.865732483565807343e-02,9.932134998962283134e-04,-2.414473565295338631e-03,-4.400900565087795258e-03,0.000000000000000000e+00,1.055843010544776917e-02,0.000000000000000000e+00,5.934728542342782021e-04,1.555280387401580811e-02,1.986426999792456627e-03
5.006000000000000000e+03,-8.681302890181541443e-03,-9.633150883018970490e-03,0.000000000000000000e+00,7.786134723573923111e-03,0.000000000000000000e+00,8.224537014029920101e-04,1.824173890054225922e-02,9.518476435914635658e-04,-8.019262459129095078e-04,-2.705621533095836639e-03,0.000000000000000000e+00,1.188484765589237213e-02,0.000000000000000000e+00,5.748968687839806080e-04,1.516536623239517212e-02,1.903695287182927132e-03
5.007000000000000000e+03,-8.860984817147254944e-03,-9.922411292791366577e-03,0.000000000000000000e+00,7.830107584595680237e-03,0.000000000000000000e+00,8.461067918688058853e-04,1.859862543642520905e-02,1.061426592059433460e-03,-2.477710833773016930e-03,-4.600564017891883850e-03,0.000000000000000000e+00,1.015671249479055405e-02,0.000000000000000000e+00,5.870620952919125557e-04,1.534433849155902863e-02,2.122853184118866920e-03
5.008000000000000000e+03,-9.293371811509132385e-03,-9.881571866571903229e-03,0.000000000000000000e+00,7.613599300384521484e-03,0.000000000000000000e+00,8.259947644546627998e-04,1.832116581499576569e-02,5.881998804397881031e-04,-6.504281889647245407e-03,-7.680681534111499786e-03,0.000000000000000000e+00,7.703835144639015198e-03,0.000000000000000000e+00,6.268832948990166187e-04,1.601140014827251434e-02,1.176399760879576206e-03
5.009000000000000000e+03,-9.628104977309703827e-03,-9.826908819377422333e-03,0.000000000000000000e+00,7.489072158932685852e-03,0.000000000000000000e+00,8.116171229630708694e-04,1.812759786844253540e-02,1.988038420677185059e-04,-8.198780938982963562e-03,-8.596388623118400574e-03,0.000000000000000000e+00,7.652079686522483826e-03,0.000000000000000000e+00,6.843543378636240959e-04,1.693282276391983032e-02,3.976076841354370117e-04
5.010000000000000000e+03,-9.778797626495361328e-03,-9.870868176221847534e-03,0.000000000000000000e+00,7.764729205518960953e-03,0.000000000000000000e+00,8.338149054907262325e-04,1.846941187977790833e-02,9.207036055158823729e-05,-6.461029406636953354e-03,-6.645170040428638458e-03,0.000000000000000000e+00,1.036350056529045105e-02,0.000000000000000000e+00,7.390814134851098061e-04,1.774775236845016479e-02,1.841407211031764746e-04
